threshold,tp,fp,tn,fn,K,f2,maxat,f1,fold,plus,minus,comment
-0.01,38,875,0,0,1,0.178,-0.01,0.080,0,5,1,
0.00,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.01,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.02,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.03,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.04,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.05,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.06,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.07,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.08,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.09,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.10,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.11,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.12,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.13,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.14,11,32,843,27,1,0.282,0.00,0.272,0,5,1,
0.15,11,31,844,27,1,0.284,0.15,0.275,0,5,1,
0.16,11,31,844,27,1,0.284,0.15,0.275,0,5,1,
0.17,11,28,847,27,1,0.288,0.17,0.286,0,5,1,
0.18,11,28,847,27,1,0.288,0.17,0.286,0,5,1,
0.19,11,28,847,27,1,0.288,0.17,0.286,0,5,1,
0.20,10,18,857,28,1,0.278,0.17,0.303,0,5,1,
0.21,10,18,857,28,1,0.278,0.17,0.303,0,5,1,
0.22,10,18,857,28,1,0.278,0.17,0.303,0,5,1,
0.23,10,18,857,28,1,0.278,0.17,0.303,0,5,1,
0.24,10,18,857,28,1,0.278,0.17,0.303,0,5,1,
0.25,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.26,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.27,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.28,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.29,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.30,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.31,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.32,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.33,10,14,861,28,1,0.284,0.17,0.323,0,5,1,
0.34,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.35,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.36,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.37,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.38,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.39,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.40,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.41,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.42,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.43,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.44,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.45,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.46,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.47,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.48,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.49,2,3,872,36,1,0.064,0.17,0.093,0,5,1,
0.50,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.51,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.52,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.53,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.54,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.55,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.56,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.57,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.58,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.59,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.60,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.61,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.62,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.63,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.64,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.65,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.66,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.67,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.68,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.69,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.70,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.71,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.72,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.73,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.74,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.75,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.76,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.77,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.78,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.79,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.80,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.81,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.82,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.83,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.84,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.85,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.86,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.87,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.88,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.89,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.90,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.91,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.92,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.93,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.94,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.95,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.96,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.97,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.98,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
0.99,0,0,875,38,1,0.000,0.17,0.000,0,5,1,
-0.01,38,875,0,0,101,0.178,-0.01,0.080,0,5,1,
0.00,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.01,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.02,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.03,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.04,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.05,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.06,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.07,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.08,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.09,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.10,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.11,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.12,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.13,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.14,20,41,834,18,101,0.469,0.00,0.404,0,5,1,
0.15,20,40,835,18,101,0.472,0.15,0.408,0,5,1,
0.16,20,40,835,18,101,0.472,0.15,0.408,0,5,1,
0.17,20,36,839,18,101,0.481,0.17,0.426,0,5,1,
0.18,20,36,839,18,101,0.481,0.17,0.426,0,5,1,
0.19,20,36,839,18,101,0.481,0.17,0.426,0,5,1,
0.20,18,25,850,20,101,0.462,0.17,0.444,0,5,1,
0.21,18,25,850,20,101,0.462,0.17,0.444,0,5,1,
0.22,18,25,850,20,101,0.462,0.17,0.444,0,5,1,
0.23,18,25,850,20,101,0.462,0.17,0.444,0,5,1,
0.24,18,25,850,20,101,0.462,0.17,0.444,0,5,1,
0.25,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.26,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.27,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.28,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.29,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.30,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.31,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.32,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.33,16,19,856,22,101,0.428,0.17,0.438,0,5,1,
0.34,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.35,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.36,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.37,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.38,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.39,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.40,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.41,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.42,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.43,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.44,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.45,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.46,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.47,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.48,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.49,8,6,869,30,101,0.241,0.17,0.308,0,5,1,
0.50,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.51,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.52,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.53,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.54,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.55,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.56,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.57,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.58,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.59,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.60,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.61,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.62,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.63,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.64,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.65,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.66,3,0,875,35,101,0.097,0.17,0.146,0,5,1,
0.67,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.68,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.69,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.70,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.71,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.72,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.73,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.74,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.75,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.76,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.77,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.78,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.79,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.80,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.81,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.82,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.83,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.84,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.85,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.86,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.87,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.88,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.89,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.90,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.91,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.92,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.93,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.94,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.95,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.96,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.97,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.98,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
0.99,0,0,875,38,101,0.000,0.17,0.000,0,5,1,
-0.01,38,875,0,0,201,0.178,-0.01,0.080,0,5,1,
0.00,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.01,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.02,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.03,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.04,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.05,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.06,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.07,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.08,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.09,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.10,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.11,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.12,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.13,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.14,25,100,775,13,201,0.451,0.00,0.307,0,5,1,
0.15,25,99,776,13,201,0.453,0.15,0.309,0,5,1,
0.16,25,99,776,13,201,0.453,0.15,0.309,0,5,1,
0.17,25,96,779,13,201,0.458,0.17,0.314,0,5,1,
0.18,25,96,779,13,201,0.458,0.17,0.314,0,5,1,
0.19,25,96,779,13,201,0.458,0.17,0.314,0,5,1,
0.20,23,78,797,15,201,0.455,0.17,0.331,0,5,1,
0.21,23,78,797,15,201,0.455,0.17,0.331,0,5,1,
0.22,23,78,797,15,201,0.455,0.17,0.331,0,5,1,
0.23,23,78,797,15,201,0.455,0.17,0.331,0,5,1,
0.24,23,78,797,15,201,0.455,0.17,0.331,0,5,1,
0.25,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.26,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.27,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.28,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.29,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.30,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.31,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.32,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.33,20,64,811,18,201,0.424,0.17,0.328,0,5,1,
0.34,11,22,853,27,201,0.297,0.17,0.310,0,5,1,
0.35,11,22,853,27,201,0.297,0.17,0.310,0,5,1,
0.36,11,22,853,27,201,0.297,0.17,0.310,0,5,1,
0.37,11,22,853,27,201,0.297,0.17,0.310,0,5,1,
0.38,11,22,853,27,201,0.297,0.17,0.310,0,5,1,
0.39,11,22,853,27,201,0.297,0.17,0.310,0,5,1,
0.40,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.41,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.42,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.43,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.44,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.45,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.46,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.47,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.48,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.49,11,19,856,27,201,0.302,0.17,0.324,0,5,1,
0.50,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.51,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.52,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.53,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.54,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.55,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.56,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.57,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.58,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.59,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.60,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.61,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.62,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.63,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.64,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.65,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.66,6,2,873,32,201,0.188,0.17,0.261,0,5,1,
0.67,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.68,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.69,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.70,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.71,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.72,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.73,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.74,2,0,875,36,201,0.065,0.17,0.100,0,5,1,
0.75,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.76,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.77,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.78,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.79,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.80,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.81,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.82,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.83,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.84,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.85,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.86,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.87,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.88,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.89,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.90,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.91,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.92,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.93,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.94,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.95,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.96,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.97,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.98,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
0.99,1,0,875,37,201,0.033,0.17,0.051,0,5,1,
-0.01,38,875,0,0,301,0.178,-0.01,0.080,0,5,1,
0.00,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.01,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.02,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.03,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.04,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.05,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.06,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.07,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.08,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.09,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.10,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.11,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.12,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.13,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.14,26,117,758,12,301,0.441,0.00,0.287,0,5,1,
0.15,26,115,760,12,301,0.444,0.15,0.291,0,5,1,
0.16,26,115,760,12,301,0.444,0.15,0.291,0,5,1,
0.17,26,112,763,12,301,0.448,0.17,0.295,0,5,1,
0.18,26,112,763,12,301,0.448,0.17,0.295,0,5,1,
0.19,26,112,763,12,301,0.448,0.17,0.295,0,5,1,
0.20,24,93,782,14,301,0.446,0.17,0.310,0,5,1,
0.21,24,93,782,14,301,0.446,0.17,0.310,0,5,1,
0.22,24,93,782,14,301,0.446,0.17,0.310,0,5,1,
0.23,24,93,782,14,301,0.446,0.17,0.310,0,5,1,
0.24,24,93,782,14,301,0.446,0.17,0.310,0,5,1,
0.25,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.26,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.27,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.28,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.29,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.30,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.31,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.32,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.33,20,74,801,18,301,0.407,0.17,0.303,0,5,1,
0.34,11,29,846,27,301,0.286,0.17,0.282,0,5,1,
0.35,11,29,846,27,301,0.286,0.17,0.282,0,5,1,
0.36,11,29,846,27,301,0.286,0.17,0.282,0,5,1,
0.37,11,29,846,27,301,0.286,0.17,0.282,0,5,1,
0.38,11,29,846,27,301,0.286,0.17,0.282,0,5,1,
0.39,11,29,846,27,301,0.286,0.17,0.282,0,5,1,
0.40,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.41,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.42,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.43,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.44,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.45,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.46,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.47,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.48,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.49,11,26,849,27,301,0.291,0.17,0.293,0,5,1,
0.50,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.51,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.52,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.53,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.54,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.55,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.56,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.57,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.58,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.59,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.60,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.61,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.62,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.63,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.64,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.65,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.66,6,2,873,32,301,0.188,0.17,0.261,0,5,1,
0.67,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.68,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.69,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.70,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.71,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.72,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.73,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.74,2,0,875,36,301,0.065,0.17,0.100,0,5,1,
0.75,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.76,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.77,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.78,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.79,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.80,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.81,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.82,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.83,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.84,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.85,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.86,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.87,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.88,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.89,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.90,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.91,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.92,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.93,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.94,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.95,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.96,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.97,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.98,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
0.99,1,0,875,37,301,0.033,0.17,0.051,0,5,1,
-0.01,38,875,0,0,401,0.178,-0.01,0.080,0,5,1,
0.00,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.01,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.02,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.03,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.04,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.05,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.06,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.07,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.08,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.09,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.10,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.11,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.12,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.13,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.14,27,137,738,11,401,0.427,0.00,0.267,0,5,1,
0.15,27,135,740,11,401,0.430,0.15,0.270,0,5,1,
0.16,27,135,740,11,401,0.430,0.15,0.270,0,5,1,
