threshold,tp,fp,tn,fn,K,f2,maxat,f1,fold,plus,minus,comment
-0.01,49,10104,0,0,1,0.024,-0.01,0.010,Asterisk,7,4,
0.00,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.01,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.02,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.03,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.04,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.05,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.06,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.07,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.08,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.09,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.10,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.11,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.12,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.13,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.14,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.15,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.16,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.17,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.18,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.19,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.20,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.21,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.22,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.23,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.24,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.25,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.26,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.27,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.28,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.29,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.30,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.31,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.32,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.33,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.34,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.35,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.36,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.37,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.38,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.39,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.40,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.41,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.42,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.43,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.44,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.45,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.46,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.47,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.48,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.49,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.50,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.51,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.52,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.53,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.54,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.55,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.56,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.57,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.58,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.59,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.60,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.61,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.62,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.63,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.64,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.65,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.66,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.67,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.68,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.69,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.70,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.71,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.72,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.73,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.74,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.75,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.76,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.77,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.78,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.79,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.80,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.81,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.82,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.83,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.84,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.85,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.86,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.87,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.88,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.89,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.90,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.91,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.92,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.93,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.94,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.95,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.96,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.97,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.98,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
0.99,0,0,10104,49,1,0.000,-0.01,0.000,Asterisk,7,4,
-0.01,49,10104,0,0,101,0.024,-0.01,0.010,Asterisk,7,4,
0.00,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.01,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.02,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.03,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.04,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.05,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.06,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.07,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.08,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.09,1,92,10012,48,101,0.017,-0.01,0.014,Asterisk,7,4,
0.10,1,88,10016,48,101,0.018,-0.01,0.014,Asterisk,7,4,
0.11,1,84,10020,48,101,0.018,-0.01,0.015,Asterisk,7,4,
0.12,1,64,10040,48,101,0.019,-0.01,0.018,Asterisk,7,4,
0.13,1,56,10048,48,101,0.020,-0.01,0.019,Asterisk,7,4,
0.14,1,56,10048,48,101,0.020,-0.01,0.019,Asterisk,7,4,
0.15,1,56,10048,48,101,0.020,-0.01,0.019,Asterisk,7,4,
0.16,1,56,10048,48,101,0.020,-0.01,0.019,Asterisk,7,4,
0.17,0,55,10049,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.18,0,55,10049,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.19,0,55,10049,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.20,0,50,10054,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.21,0,50,10054,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.22,0,50,10054,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.23,0,50,10054,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.24,0,50,10054,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.25,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.26,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.27,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.28,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.29,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.30,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.31,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.32,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.33,0,46,10058,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.34,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.35,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.36,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.37,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.38,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.39,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.40,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.41,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.42,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.43,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.44,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.45,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.46,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.47,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.48,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.49,0,15,10089,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.50,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.51,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.52,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.53,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.54,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.55,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.56,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.57,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.58,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.59,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.60,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.61,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.62,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.63,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.64,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.65,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.66,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.67,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.68,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.69,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.70,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.71,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.72,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.73,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.74,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.75,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.76,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.77,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.78,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.79,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.80,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.81,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.82,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.83,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.84,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.85,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.86,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.87,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.88,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.89,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.90,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.91,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.92,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.93,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.94,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.95,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.96,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.97,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.98,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
0.99,0,1,10103,49,101,0.000,-0.01,0.000,Asterisk,7,4,
-0.01,49,10104,0,0,201,0.024,-0.01,0.010,Asterisk,7,4,
0.00,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.01,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.02,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.03,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.04,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.05,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.06,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.07,3,1532,8572,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.08,3,1526,8578,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.09,3,1516,8588,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.10,3,1452,8652,46,201,0.009,-0.01,0.004,Asterisk,7,4,
0.11,3,1304,8800,46,201,0.010,-0.01,0.004,Asterisk,7,4,
0.12,3,959,9145,46,201,0.013,-0.01,0.006,Asterisk,7,4,
0.13,3,619,9485,46,201,0.018,-0.01,0.009,Asterisk,7,4,
0.14,3,619,9485,46,201,0.018,-0.01,0.009,Asterisk,7,4,
0.15,3,257,9847,46,201,0.033,0.15,0.019,Asterisk,7,4,
0.16,3,257,9847,46,201,0.033,0.15,0.019,Asterisk,7,4,
0.17,2,195,9909,47,201,0.025,0.15,0.016,Asterisk,7,4,
0.18,2,195,9909,47,201,0.025,0.15,0.016,Asterisk,7,4,
0.19,2,185,9919,47,201,0.026,0.15,0.017,Asterisk,7,4,
0.20,2,152,9952,47,201,0.029,0.15,0.020,Asterisk,7,4,
0.21,2,152,9952,47,201,0.029,0.15,0.020,Asterisk,7,4,
0.22,2,152,9952,47,201,0.029,0.15,0.020,Asterisk,7,4,
0.23,2,126,9978,47,201,0.031,0.15,0.023,Asterisk,7,4,
0.24,2,126,9978,47,201,0.031,0.15,0.023,Asterisk,7,4,
0.25,2,73,10031,47,201,0.037,0.25,0.032,Asterisk,7,4,
0.26,2,73,10031,47,201,0.037,0.25,0.032,Asterisk,7,4,
0.27,2,73,10031,47,201,0.037,0.25,0.032,Asterisk,7,4,
0.28,2,73,10031,47,201,0.037,0.25,0.032,Asterisk,7,4,
0.29,2,63,10041,47,201,0.038,0.29,0.035,Asterisk,7,4,
0.30,2,63,10041,47,201,0.038,0.29,0.035,Asterisk,7,4,
0.31,2,63,10041,47,201,0.038,0.29,0.035,Asterisk,7,4,
0.32,2,63,10041,47,201,0.038,0.29,0.035,Asterisk,7,4,
0.33,2,63,10041,47,201,0.038,0.29,0.035,Asterisk,7,4,
0.34,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.35,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.36,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.37,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.38,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.39,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.40,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.41,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.42,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.43,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.44,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.45,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.46,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.47,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.48,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.49,0,18,10086,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.50,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.51,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.52,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.53,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.54,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.55,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.56,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.57,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.58,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.59,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.60,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.61,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.62,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.63,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.64,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.65,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.66,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.67,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.68,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.69,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.70,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.71,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.72,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.73,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.74,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.75,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.76,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.77,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.78,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.79,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.80,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.81,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.82,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.83,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.84,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.85,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.86,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.87,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.88,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.89,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.90,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.91,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.92,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.93,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.94,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.95,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.96,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.97,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.98,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
0.99,0,1,10103,49,201,0.000,0.29,0.000,Asterisk,7,4,
-0.01,49,10104,0,0,301,0.024,-0.01,0.010,Asterisk,7,4,
0.00,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.01,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.02,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.03,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.04,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.05,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.06,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.07,5,1786,8318,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.08,5,1780,8324,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.09,5,1770,8334,44,301,0.013,-0.01,0.005,Asterisk,7,4,
0.10,5,1706,8398,44,301,0.013,-0.01,0.006,Asterisk,7,4,
0.11,5,1558,8546,44,301,0.014,-0.01,0.006,Asterisk,7,4,
0.12,5,1217,8887,44,301,0.018,-0.01,0.008,Asterisk,7,4,
0.13,5,875,9229,44,301,0.023,-0.01,0.011,Asterisk,7,4,
0.14,5,875,9229,44,301,0.023,-0.01,0.011,Asterisk,7,4,
0.15,5,499,9605,44,301,0.036,0.15,0.018,Asterisk,7,4,
0.16,5,499,9605,44,301,0.036,0.15,0.018,Asterisk,7,4,
0.17,4,410,9694,45,301,0.033,0.15,0.017,Asterisk,7,4,
0.18,4,410,9694,45,301,0.033,0.15,0.017,Asterisk,7,4,
0.19,4,400,9704,45,301,0.033,0.15,0.018,Asterisk,7,4,
0.20,4,298,9806,45,301,0.040,0.20,0.023,Asterisk,7,4,
0.21,4,298,9806,45,301,0.040,0.20,0.023,Asterisk,7,4,
0.22,4,298,9806,45,301,0.040,0.20,0.023,Asterisk,7,4,
0.23,4,268,9836,45,301,0.043,0.23,0.025,Asterisk,7,4,
0.24,4,268,9836,45,301,0.043,0.23,0.025,Asterisk,7,4,
0.25,2,139,9965,47,301,0.030,0.23,0.021,Asterisk,7,4,
0.26,2,139,9965,47,301,0.030,0.23,0.021,Asterisk,7,4,
0.27,2,139,9965,47,301,0.030,0.23,0.021,Asterisk,7,4,
0.28,2,139,9965,47,301,0.030,0.23,0.021,Asterisk,7,4,
0.29,2,129,9975,47,301,0.031,0.23,0.022,Asterisk,7,4,
0.30,2,129,9975,47,301,0.031,0.23,0.022,Asterisk,7,4,
0.31,2,129,9975,47,301,0.031,0.23,0.022,Asterisk,7,4,
0.32,2,129,9975,47,301,0.031,0.23,0.022,Asterisk,7,4,
0.33,2,129,9975,47,301,0.031,0.23,0.022,Asterisk,7,4,
0.34,0,45,10059,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.35,0,45,10059,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.36,0,45,10059,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.37,0,45,10059,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.38,0,45,10059,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.39,0,45,10059,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.40,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.41,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.42,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.43,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.44,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.45,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.46,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.47,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.48,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.49,0,43,10061,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.50,0,4,10100,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.51,0,4,10100,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.52,0,4,10100,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.53,0,4,10100,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.54,0,4,10100,49,301,0.000,0.23,0.000,Asterisk,7,4,
0.55,0,4,10100,49,301,0.000,0.23,0.000,Asterisk,7,4,
